,Datetime,Text,Username,Lokasi
105,2023-03-02 13:15:29+00:00,"@humasjabar @ridwankamil @ESDMJabar Fucked up ramah lingkungan 🤣, mayoritas energi listrik di sokin tuh masi dari batu bara 
jadi cuma peralihan polusi aja dari bahan bakar fosil ke batu bara 😌",Riprvdna, 06º 26’ LS 106º 48’ BT
106,2023-03-02 13:14:51+00:00,@nonammee33 @abdrossid @gibran_tweet @ridwankamil Gak suka,Dedyira27907832,"Banyuwangi, Indonesia"
107,2023-03-02 13:11:14+00:00,@PaUuRuzhanul @ridwankamil @humasjabar keren2 program Pak RK dan pak UU,kingstonena144,
108,2023-03-02 13:08:25+00:00,"@gibran_tweet Kang @ridwankamil sebaiknya mencontoh pengelolaan masjid Sheikh Zayed Solo. Saya yakin anda sbg arsitek dan (ex) dosen ITB, sekaligus gubernur faham budaya masyarakat dan melakukan social engineering agar perilaku pengunjung masjid Al Jabbar tertib &amp; gak norak.",UKumalajaya,
109,2023-03-02 13:06:47+00:00,@jabarprovgoid @ridwankamil @DiskukJabar Harus kemana atuh mau menyampaikan keluhan wargi bandung teh?,acep_cepy,bandung-indonesia
110,2023-03-02 13:06:37+00:00,"Waketum DPP Partai Golkar
Ridwan Kamil @ridwankamil 
Jadi Cawapres Idola
Potensial Untuk Mendampingi
Anies Baswedan Ataupun Ganjar

Tapi Capres Partai Golkar
Sesuai Keputusan Munas, Tetap...
Airlangga Hartarto @airlangga_hrt",AchmadAnnama,"DKI Jakarta, Indonesia"
111,2023-03-02 13:04:34+00:00,"Hallo sobat bima tiga 👋
di wilayah Kota Bandung sekitarnya,ijin menginformasikan ada pemeliharaan jalan yaitu pekerjaan perawatan saluran dan perawatan rumija.
@bimautamajabar
@ridwankamil
#dbmprjuara https://t.co/SDe3XZ1Ihf",bimatigabdg,
112,2023-03-02 13:04:08+00:00,"Hallo sobat bima tiga 👋
di wilayah Kota Bandung sekitarnya,ijin menginformasikan ada pemeliharaan jalan yaitu pekerjaan Sapu Lobang Ruas Jalan Setiabudi.
@bimautamajabar
@ridwankamil
#dbmprjuara https://t.co/VH1XKNLdSv",bimatigabdg,
113,2023-03-02 13:01:17+00:00,"@ridwankamil kang sabtu kami dr jkt khusus mau kebandung berburu cuanki, cuanki yg enak di bdg dimana kang? Abis tuh mau ke lembang,ikut yu kang",Hermesfortune,"Jakarta Pusat, DKI Jakarta"
114,2023-03-02 13:00:43+00:00,"@humasjabar @ridwankamil @ESDMJabar Butuhna ge transportasi massal siga di Tokyo,Singapur jeung Hongkong,sok atuh jieun min",sabrinawati,
115,2023-03-02 13:00:37+00:00,@RESTABES_BDG @Irwan2yah1 @DivHumas_Polri @ListyoSigitP @ridwankamil @GedebagePolsek Spill dong pelakunya,keloningan,Fakinstan
116,2023-03-02 12:59:48+00:00,@diskomkabbekasi Solusinya apa pak? Banjir sudah seminggu dan perum GPP 5 sudah langganan. @ridwankamil mending Dana 1T buat perbaikan semacam ini deh. Daripada buat Instagramable tok.,PrataRoti,
117,2023-03-02 12:57:37+00:00,"@PaUuRuzhanul @ridwankamil @humasjabar terlihat saling support pak gubenur dan pak wagub jabar ini,kerennn",usmana07,
118,2023-03-02 12:53:01+00:00,@PaUuRuzhanul @ridwankamil @humasjabar Keharmonisan pak uu dan pak rk menjadi motivasi masyarakat untuk mengikuti jejak baiknya beliau,ikanlautp,
119,2023-03-02 12:52:04+00:00,@humasjabar @ridwankamil @ESDMJabar Oh ini yang disubdisi tapi dinaekeun heula harganya??,Gunawanovix,Bandung Barat
120,2023-03-02 12:46:25+00:00,@Sputpoet @txtdaribandung @ridwankamil malah banyak yg bgini orang luar bandung,cebongersgovlok,
121,2023-03-02 12:41:01+00:00,"@LalajoPersib Serius ini kang @teddy_tjahjono laga kandang @persib masih di pakansari?
Gimana pemain mau semangat tanding kalau tdk ada dukungan penonton.padahal masih ada waktu.
Usahain dan pilih salah satu stadion di bandung.
Sijalak apa GBLA.
@erickthohir @glennsugita @ridwankamil @toptobs",fikri_arif,Tangerang
122,2023-03-02 12:40:40+00:00,@PaUuRuzhanul @ridwankamil @humasjabar program2nya Pak RK dan Pak Uu keren2,SobahsobahS,
123,2023-03-02 12:39:16+00:00,"Halo sahabat!

Berikut adalah Update Info Data Debit, Tinggi Muka Air (TMA) dan Curah Hujan di lingkungan UPTD PSDA Wilayah Sungai Ciliwung Cisadane:
@ridwankamil
@PaUuRuzhanul
@humasJabar
@dinassda_jabar
@BPBDJabar' https://t.co/01dLYokLKy",bpsdacilcis,"Bogor, Jawa Barat"
124,2023-03-02 12:37:53+00:00,@humasjabar @ridwankamil @ESDMJabar https://t.co/nQKLMVGJJP,moel99,Indonesia
125,2023-03-02 12:37:08+00:00,"RK juara
https://t.co/TBuurByhLj
@ridwankamil *PRESIDEN 2024_2029*

#RidwanKamil
#JabarJuara
#rkrijuara
 #RKRI_JUARA
#IndonesiaJuara",danihaji089,
126,2023-03-02 12:35:19+00:00,Lapor Pak @ridwankamil Batasi Berita ini secara tidak langsung sudah menghina harga diri Etnis Suku Anda Tolong di tindak lanjut @detikcom,ArghaNalendra3,"Aceh Besar, Nangro Aceh Daruss"
127,2023-03-02 12:33:33+00:00,"Jabar Juara @riwankami juara
https://t.co/XHg2tuaCML
@ridwankamil *PRESIDEN 2024_2029*

#RidwanKamil
#JabarJuara
#rkrijuara
 #RKRI_JUARA
#IndonesiaJuara",danihaji089,
128,2023-03-02 12:32:14+00:00,"RK juara
https://t.co/LKS4cMx6ZO
@ridwankamil *PRESIDEN 2024_2029*

#RidwanKamil
#JabarJuara
#rkrijuara
 #RKRI_JUARA
#IndonesiaJuara",danihaji089,
129,2023-03-02 12:29:17+00:00,"PKL Punya Tempat Khusus
@ridwankamil : Sebelum Ramadan Al Jabbar Lebih Kinclong

Selengkapnya di https://t.co/EmHeFTWhuA

#jabarjuara #indonesiajuara https://t.co/p1yASTBp0A",jabarprovgoid,"Bandung,Indonesia"
130,2023-03-02 12:27:40+00:00,"Jalan Raya Utama Bandung - Garut, sudah lama tidak ditindak lanjuti pa presiden @jokowi pa Gub. @ridwankamil @humasjabar sudah menewaskan 3 orang dalam 1 bulan bagaimana ini.. https://t.co/z9lMuACUu2",agoestkdr,Garut
131,2023-03-02 12:27:19+00:00,"Wow! Pertama di Jawa Barat, Samsat Prototype Leuwipanjang Berbasis Digital https://t.co/mgk7h6RGt2 @mas_triadhianto @ridwankamil",bondanpasha,indonesia
132,2023-03-02 12:21:31+00:00,@PaUuRuzhanul @ridwankamil @humasjabar Program RK-UU keren dan mendorong kemajuan di kota jabar,tempatarsip1,
133,2023-03-02 12:19:27+00:00,Perlahan tapi pasti Ridwan Kamil @ridwankamil Elektabilitas Capres maupun Cawapres terus menguat,rkrijuara,"Jawa Barat, Indonesia"
134,2023-03-02 12:17:39+00:00,"@txtdaribandung Apa ini hasil revolusi mental  ? 
Miris @ridwankamil .",Rdicks10,
135,2023-03-02 12:14:31+00:00,"@humasjabar @ridwankamil @ESDMJabar Warga : Mana Transportasi Umumnya?

Pemkot/Pemda/Pemprov : https://t.co/MeUdwLKk45",gilangxha,Anywhere
136,2023-03-02 12:12:39+00:00,"Banyak anak pejabat pamer kekayaan orang tua, berbeda dengan ERIL Ridwan Kamil anak pejabat yang aktif dalam kegiatan sosial.

Semoga Eril Husnul Khatimah....

#pplhiupdate_2020 #pplhiupdate_2016 #RelawanSahabatRK #SahabatRK #RidwanKamil #IndonesiaJuara #IndonesiaLestari https://t.co/ztmQKjbSBR",sukarti_eti,
137,2023-03-02 12:11:01+00:00,Ridwan Kamil @ridwankamil menyalip Anies Baswedan,rkrijuara,"Jawa Barat, Indonesia"
138,2023-03-02 12:09:18+00:00,@PaUuRuzhanul @ridwankamil @humasjabar Pasangan gubernur dan wagub yang selalu saling support kerjasama team yang bagus pak,lestariflorist2,
139,2023-03-02 12:09:11+00:00,Ridwan Kamil @ridwankamil menyalip Anies Baswedan,rkrijuara,"Jawa Barat, Indonesia"
140,2023-03-02 12:08:40+00:00,Ridwan Kamil @ridwankamil menyalip Anies Baswedan,rkrijuara,"Jawa Barat, Indonesia"
141,2023-03-02 12:07:33+00:00,Ridwan Kamil @ridwankamil menyalip Anies Baswedan,rkrijuara,"Jawa Barat, Indonesia"
142,2023-03-02 12:05:01+00:00,Ridwan Kamil @ridwankamil menyalip Anies Baswedan,rkrijuara,"Jawa Barat, Indonesia"
143,2023-03-02 12:02:25+00:00,"Pak @ridwankamil ...mohon izin pak memberikan informasi.
Saat sekarang, untuk membeli beras agak begitu sulit di beli karena tidak tersedianya stock. Di beberapa minimarket, stock nya kosong dan di Pasar Cicadas susah ditemukan untuk kualitas beras yang bagus.",ian_0206,"Bandung, Jawa Barat"
144,2023-03-02 11:59:22+00:00,"@BudTeguh @ridwankamil Kalo cuma bangunan megah, Fir'aun juga bisa.",SpongeBoby17,
145,2023-03-02 11:58:19+00:00,"Menuju Indonesia Emas 2045 Ridwan Kamil @ridwankamil
Jangan ada pertengkaran di antara kita 
https://t.co/QbXpyZx46T",rkrijuara,"Jawa Barat, Indonesia"
146,2023-03-02 11:56:14+00:00,"Dibantu Ridwan Kamil @ridwankamil
Pemkab Bandung Barat kini punya Command Center 
https://t.co/B5Tr9sWMyI",rkrijuara,"Jawa Barat, Indonesia"
147,2023-03-02 11:55:14+00:00,"Ke Korea Selatan, Gubernur Jabar @ridwankamil
Bidik kerjasama dengan sejumlah daerah 
https://t.co/tIHfS3qhOB",rkrijuara,"Jawa Barat, Indonesia"
148,2023-03-02 11:54:12+00:00,"Ridwan Kamil @ridwankamil
Reputasi Inggris di mata masyarakst Jabar sangat baik 
https://t.co/jRGQ5Nzkyq",rkrijuara,"Jawa Barat, Indonesia"
149,2023-03-02 11:53:16+00:00,"Cawapres Terfavorit survei Median Ridwan Kamil @ridwankamil
Disusul AHY dan Sandiaga Uno 
https://t.co/D3lwFzBdi5",rkrijuara,"Jawa Barat, Indonesia"
150,2023-03-02 11:48:44+00:00,@WagimanDeep212_ Mungkin kah pak @ridwankamil sadar masjid itu tempat ibadah,Ario30893035,
151,2023-03-02 11:48:15+00:00,@humasjabar @elkhoers_ID @ridwankamil @ESDMJabar Soasik lo,zupansoup,"DKI Jakarta, Indonesia"
152,2023-03-02 11:45:36+00:00,@idBritish @ridwankamil @McDonaldScott_ Why did you close your Surabaya branch? I used to learn here.,bingoonez,
153,2023-03-02 11:45:00+00:00,Pak @ridwankamil harusnya ikut rekannya @aniesbaswedan Bangun dulu manusianya baru gedungnya...,IwanDwiSetya698,
154,2023-03-02 11:44:22+00:00,"Situasi arus lalu lintas Kota Depok dari IAS-TC 2023 03 02 18:29:49 https://t.co/Gtndepl734  Bagi pengguna jalan harap selalu patuhi peraturan rambu lalu lintas dan marka jalan utamakan keselamatan. @IdrisAShomad @ridwankamil
@ImamBHartono @Dishub_Dalops
@Dishub_Dpk @pemkotdepok",IAS_TC_Depok,"Depok, Indonesia"
155,2023-03-02 11:43:18+00:00,"@adriansyahyasin Pak tinggal contoh Jakarta apa susahnya buat depok, bogor dan bekasi 🙄🥴 @ridwankamil",anaknyasabar,OJKMT
156,2023-03-02 11:42:51+00:00,@ridwanhr Bandung juara @ridwankamil  🤣🤣🤣,yuliantogp,cikeas
157,2023-03-02 11:42:45+00:00,"Haturnuhun Pak Gubernur @ridwankamil, berkat komunikasi yang baik, beliau membantu terwujudnya Command Center ini,” tulis Hengky Kurniawan

fungsi Command Center ini adalah untuk mengontrol keadaan wilayah dan memonitor data internal.

https://t.co/Z4Nw5gPXxv",Sobat_Juara,"Jawa Barat, Indonesia"
158,2023-03-02 11:41:23+00:00,"""Terlihat kuda hitam capres alias capres alternatif terutama dari poros KIB ialah Ridwan Kamil,""ujar Ade saat konferensi pers di Cikini,Jakarta Pusat,(28/2/2023).
Elektabilitas @ridwankamil  juga terlihat di posisi pertama untuk kategori cawapres favorit.
https://t.co/LMfQ0FTDGh",RoniSetyyawan,"Kota Bandung, Jawa Barat"
159,2023-03-02 11:38:26+00:00,"""Terlihat kuda hitam capres alias capres alternatif terutama dari poros KIB ialah Ridwan Kamil,""ujar Ade saat konferensi pers di Cikini,Jakarta Pusat,(28/2/2023).
Elektabilitas @ridwankamil  juga terlihat di posisi pertama untuk kategori cawapres favorit.
https://t.co/TQNwBaclTe",SuwardiHendi,"Cianjur, Indonesia"
160,2023-03-02 11:37:56+00:00,@disparbud_jabar @humasjabar @ridwankamil @SwjAmbassador @smilingwestjava Ini di situ cilenca pangalengan ya gaisss🥰,diniradninr_,
161,2023-03-02 11:37:25+00:00,@humasjabar @ridwankamil @ESDMJabar jadi kekurangannya apa?,4disastra,
162,2023-03-02 11:36:34+00:00,"Gedung Yayasan Pusat Kebudayaan, Kota Bandung
British Council menggabungkan keahlian ekstensif antara Indonesia dan Inggris di bidang seni budaya, pendidikan, dan bahasa Inggris untuk mendukung prioritas pemerintah Indonesia dalam pengembangan tenaga kerja.
#RidwanKamil",Sobat_Juara,"Jawa Barat, Indonesia"
163,2023-03-02 11:36:31+00:00,"Adem banget suasananya syahduuuu sekali, wajib kesini sih🥰

@disparbud_jabar @humasjabar @ridwankamil @SwjAmbassador 
@smilingwestjava 

#bandungtrip #situcilencapangalengan #smilingwestjava #dijabaraja #visitwestjava #jabarjuara #indonesiajuara https://t.co/r8JGadpkw9",diniradninr_,
164,2023-03-02 11:36:21+00:00,@ridwanhr @ridwankamil,mamatmodol_,
165,2023-03-02 11:31:21+00:00,"@humasjabar @ridwankamil @ESDMJabar ramah lingkungan cnah 🤡

Dupi listrikna ti palih mana?",saidalzou,سعيد   في الدنيا والاخره
166,2023-03-02 11:29:04+00:00,@txtdaribandung @ridwankamil mohon tanggung jawabnya utk keamanan rakyat jabar pak,Glnstagram,
167,2023-03-02 11:28:38+00:00,@humasjabar @ridwankamil @ESDMJabar Cieee jabatannya dobel sekarang merangkap jadi sales,abibi_kurniawan,"Jakarta Barat, DKI Jakarta"
168,2023-03-02 11:27:18+00:00,@moestafajunior @bayusto @humasjabar @ridwankamil @ESDMJabar Udah aku tandai mulut mu mas,FadliMuhRizky,
169,2023-03-02 11:24:33+00:00,"@ridwankamil pa, kapan gerbang tol gedebage akan mulai aktif digunakan? Lumayan akan mengurangi kemacetan di perempatan samsat sampai perempatan buah batu Soetta",listya_ak,Bandung
170,2023-03-02 11:22:11+00:00,"@txtdaribandung Terobosan yang sangat luar biasa pak @ridwankamil 
Saya sebagai orang bandung sangat bangga sekali
Ditunggu terobosan terobosan selanjutnya pak",hezmaan,
171,2023-03-02 11:21:24+00:00,@txtdaribandung Utamain mah akses jalan cimencrang dilebarin jd 30mtr&amp; drainagenya yghade. @ridwankamil wani teu?,DenhaazK,
172,2023-03-02 11:21:05+00:00,"@humasjabar @innothea94 @ridwankamil @ESDMJabar Tp kan ibukota provinsi Jabar ayeuna banjir wae wargi, kumaha Tah?",aditxtida,Kalahari 
173,2023-03-02 11:20:04+00:00,"@humasjabar @ridwankamil @ESDMJabar Keuntungan punya motor listrik cm itu????
Wah ogah",LaduSingh22,Jakarta Capital Region
174,2023-03-02 11:17:36+00:00,@yuniankrisno @emerson_yuntho @ridwankamil Picek masih ga sembuh rupanya,AswaTaksaka,
175,2023-03-02 11:17:36+00:00,"@AswaTaksaka @emerson_yuntho @ridwankamil Sebelum reply, baiknya scroll up ke atas..",yuniankrisno,
176,2023-03-02 11:17:17+00:00,@Outstandjing @ridwankamil sungkem dulu kritik disertai solusi 🙏🤣,Shralys,suburb
177,2023-03-02 11:16:44+00:00,"@AswaTaksaka @emerson_yuntho @ridwankamil Woi baca reply tweet dong dari awal, kagak ngaca..situ yg first koment tag di reply ku.. saya nggk reply kamu, saya bicara kondisi actual di tempat saya ..napa kamu bilang picek, emang perlu sekolah lagi attitude mu jelek",yuniankrisno,
178,2023-03-02 11:15:27+00:00,"@kafibadarie @PRFMnews @ridwankamil Iya iya sy tau program beliau adalah transportasi surga.
Tapi kan harus di liat mana yg lebih handokonya",wildancox,indonesian
179,2023-03-02 11:14:39+00:00,"""Terlihat kuda hitam capres alias capres alternatif terutama dari poros KIB ialah Ridwan Kamil,""ujar Ade saat konferensi pers di Cikini,Jakarta Pusat,(28/2/2023).
Elektabilitas @ridwankamil  juga terlihat di posisi pertama untuk kategori cawapres favorit.
https://t.co/PFMfJiBIcx",Adriana4688,
180,2023-03-02 11:13:24+00:00,"@Irwan2yah1 @DivHumas_Polri @ListyoSigitP @ridwankamil Dari yg sudah2 dibebasin dgn alasan di bawah umur

Gank2 gitu kan udah jadi ormas plus hibah tahunan pemerintah.

Dan cek aja ada pejabat di struktur kepengurusannya",tomahawkriders,
181,2023-03-02 11:11:08+00:00,"@humasjabar @ridwankamil @ESDMJabar Di Jakarta ada Jaklingko, di Semarang ada Trans Semarang, di solo ada Solotrans, di Bandung ada Sales Motor Listrik",mangaditz,"DKI Jakarta, Indonesia"
182,2023-03-02 11:04:42+00:00,@yuniankrisno @emerson_yuntho @ridwankamil Makanya jadi ortu jangan dungu suka sogok guru maka dapatnya juga jalur sogokan harus bayar ga resmi. Tobat lah agar ilmu anak berkah.,AswaTaksaka,
183,2023-03-02 11:04:29+00:00,@Outstandjing @ridwankamil Semangat kang @ridwankamil ..,siabay,safar. 
184,2023-03-02 11:03:09+00:00,"@yuniankrisno @emerson_yuntho @ridwankamil Anda yg picek bin dungu. Saya yg nyekolahin anak ga bayar, ga beli buku kok ngeyel Anda lahir dari lubang tikus ya kok dungu kebangetan.",AswaTaksaka,
185,2023-03-02 11:01:53+00:00,@humasjabar @ridwankamil @ESDMJabar Kl banjir piye min?,AngelenosLos,"Rancho Palos Verdes, CA"
186,2023-03-02 10:58:18+00:00,"Kegiatan ini dilaksanakan untuk menyerap saran dan masukan dari pemangku kepentingan (stakeholders). 

#RidwanKamil #UuRuzhanulUlum #JabarJuara #JabarJuaraLahirBatin #BiroUmumSekretariatJawaBarat #Gedungsate #aljabbar #Gasibu #forumperangkatdaerah",biro_umumjabar,"Jl. Diponegoro No.22, Bandung"
187,2023-03-02 10:58:17+00:00,"[FORUM PERANGKAT DAERAH]

Sobat Layanan, Halo! 

Pecaahhh ... Suasana yg tercipta saat Sekda Jabar @SWangsaatmaja  memberikan arahan di acara FORUM PERANGKAT DAERAH
Mau tau keseruan yg dihadari semua Biro Setda ? 🤭 

@ridwankamil 
@PaUuRuzhanul 
@SWangsaatmaja https://t.co/TzwjUxj4wq",biro_umumjabar,"Jl. Diponegoro No.22, Bandung"
188,2023-03-02 10:55:34+00:00,@SolitaireMawar @ridwankamil Kita doakan semoga banyak pemimpin bermental seperti ini.,aly_benzema,"DKI Jakarta, Indonesia"
189,2023-03-02 10:55:03+00:00,@humasjabar @ridwankamil @ESDMJabar Pantes jabar kieu kieu wae transportasi umum na,RKevin_Ramdhani,"Bogor, Indonesia"
190,2023-03-02 10:53:49+00:00,"@aly_benzema @ridwankamil klw ada 50 persen aja
pjbt di ind yg spt Lucky Hakim ini
mk rkyt ind akn sejahtera",SolitaireMawar,
191,2023-03-02 10:52:53+00:00,Bapak kasep pisan euy @ridwankamil  Hatur nuhun ya pak untuk warga bandung https://t.co/7AdACzXI25,arinie25,"Jakarta Selatan, DKI Jakarta"
192,2023-03-02 10:50:32+00:00,"@humasjabar @ridwankamil @ESDMJabar Dari wargi ya solusinya pembenahan Transportasi Publik yang dapat diandalkan

Tinggal dari Pemprov aja buat eksekusi 🙏🏻",MiyanagiDeswira,"Jakarta, Indonesia "
193,2023-03-02 10:50:26+00:00,"@AswaTaksaka @emerson_yuntho @ridwankamil Buku tematik komplit itu kalau lewat toko yg di tunjuk 1 semester bisa 500 rb lebih, klo di market bisa dapat 300 an rb.. FAKTA itu",yuniankrisno,
194,2023-03-02 10:48:36+00:00,"@AswaTaksaka @emerson_yuntho @ridwankamil Anda bisa baca nggk picek kan ?? Artinya jutaan ngasih ke oknum guru..dapatnya patungan dari orang tua murid. Bukan 1 orang kasih jutaan.. baca pahami baru komentar, belum beli buku yang di arahkan ke toko tertentu dengan harga yang lebih mahal dari market,marginnya bs 10-20rb/bk",yuniankrisno,
195,2023-03-02 10:48:02+00:00,"@bozzvanc1 @ridwankamil yg benci FPI  ke mkn ke
bencian nya sndiri..
mrk msh tebel muka ga ya",SolitaireMawar,
196,2023-03-02 10:48:01+00:00,@humasjabar @ridwankamil @ESDMJabar Motor konvensional udah paling waras sama kantong kalian² wahai warga JABAR https://t.co/agCjSJ5YTn,DringkeX20,
197,2023-03-02 10:40:35+00:00,"@bozzvanc1 @ridwankamil apakah pak anis yg salah....???, bknnya ngurusin banjir di karawang, malah ke DPP DEMOKRAT",abdulra55101674,
198,2023-03-02 10:36:58+00:00,"Survei Litbang Kompas: Pemilih pemula atau dari generasi Z (usia 17 -26 tahun) lebih banyak yg memilih Ridwan Kamil @ridwankamil menyalip Anies Baswedan.

Gen Z dikenal kritis &amp; melek digital https://t.co/OmKj4Fvmc4",rkrijuara,"Jawa Barat, Indonesia"
199,2023-03-02 10:33:22+00:00,"Anak Pejabat Penggerak Kegiatan Sosial ✅ Ananda Eril sudah menjadi contoh teladan dan inspirasi bagi khusus nya kaum anak muda untuk berbagi kepada sesama
#Eril #RidwanKamil #rkrijuara https://t.co/M4dGXIlA6v",rkrijuara,"Jawa Barat, Indonesia"
200,2023-03-02 10:33:21+00:00,"Cc pak @ridwankamil pak, kab bogor tuh jawa barat juga pak, deket sama ibukota lagi pak. Deket banget. Masa mau didiemin aja pak. Malu pak sama tangsel pak.",kanyasuryadewi,Jakarta Capital Region
201,2023-03-02 10:32:04+00:00,"@RESTABES_BDG @Irwan2yah1 @DivHumas_Polri @ListyoSigitP @ridwankamil @GedebagePolsek Apresiasi, semangat cari yg lain pak!",eskrimencair,Khaybar
202,2023-03-02 10:29:45+00:00,@convomf @ridwankamil tindak pak🙏,gydiess,"Berlin, Germany"
203,2023-03-02 10:26:49+00:00,"@humasjabar @ridwankamil @ESDMJabar Humas Pemda kok jadi marketing

Bukannya perbaiki transportasi umum

Pantesen aja semrawut",Art_SVL,ANTABERANTA
204,2023-03-02 10:21:14+00:00,@DChusaeri @ridwankamil Oh,bozzvanc1,
205,2023-03-02 10:20:50+00:00,"@BisKota_ Mungkin perlu disampaikan aspirasi jalan rusaknya di rapat Mumbasrengan. Cc: @ridwankamil 
https://t.co/BTManPWbYT",kepalamumet,
206,2023-03-02 10:20:26+00:00,"@PaUuRuzhanul @ridwankamil @humasjabar Pak gubernur yang jalan, tapi pak rk juga ngepost kegiatan nya. Memang kompak banget",Natya_landd,
207,2023-03-02 10:19:41+00:00,@PaUuRuzhanul @ridwankamil @humasjabar Program pak uu dan pak rk keren-keren,Natya_landd,
208,2023-03-02 10:17:32+00:00,Karawang masih wilayah Jabar kan pak @ridwankamil ? 🙄,bozzvanc1,
209,2023-03-02 10:17:31+00:00,"Serda Dedi Supriadi Babinsa Bojongsalam  telah melaksanakan kegiatan Komsos terhadap  pemuda karang taruna kp Cikadu desa  Bojongsalam Kec. Rongga KBB. 
@Puspen_TNI @tni_ad @kodam3siliwangi @penrem062 @KODIM0609KABBDG @humas_kbb @ridwankamil @kanguuruzhanul https://t.co/7VubHDnFnB",Koramil0903_GH,
210,2023-03-02 10:16:59+00:00,"@humasjabar @ridwankamil @ESDMJabar Ganti batre selelah 5th 8 juta, he..",RomyLestari,
211,2023-03-02 10:16:20+00:00,"Elektabilitas Ridwan Kamil @ridwankamil Capres maupun Cawapres 2024 terus menguat. Terbaru, Ridwan Kamil mendapatkan elektabilitas tertinggi sebagai cawapres 2024 dalam survei Indonesia Polling Station (IPS).",rkrijuara,"Jawa Barat, Indonesia"
212,2023-03-02 10:15:43+00:00,"""Terlihat kuda hitam capres alias capres alternatif terutama dari poros KIB ialah Ridwan Kamil,""ujar Ade saat konferensi pers di Cikini,Jakarta Pusat,(28/2/2023).
Elektabilitas @ridwankamil  juga terlihat di posisi pertama untuk kategori cawapres favorit.
https://t.co/RXYdeVxj89",SFantey,"Cilegon, Indonesia"
213,2023-03-02 10:14:49+00:00,@yusuf_dumdum Nah…..warganya Pak @ridwankamil,jane_ritonga,"Adelaide, South Australia"
214,2023-03-02 10:13:39+00:00,"Permisi, Elektabilitas Ridwan Kamil @ridwankamil Tertinggi Salip Sandiaga Uno dan Erick Thohir di Survei Cawapres Versi IPS - https://t.co/tuvFmnX7eS",rkrijuara,"Jawa Barat, Indonesia"
215,2023-03-02 10:13:07+00:00,"75 Tahun British Council Suara Angklung Ridwan Kamil @ridwankamil
Kuatkan hubungan kerjasama 
https://t.co/SXBjVRnZCT",rkrijuara,"Jawa Barat, Indonesia"
216,2023-03-02 10:12:21+00:00,"@tmcrestabandung @RESTABES_BDG @kangyanamulyana @ridwankamil @PRFMnews 
Ini jalan kelenteng kan seharusnya searah, koq banyak yang lawan arah dibiarkan saja? https://t.co/iFFFAkqmay",oqherlambang,Bandung 
217,2023-03-02 10:10:16+00:00,"Permisi, Elektabilitas Ridwan Kamil @ridwankamil Tertinggi Salip Sandiaga Uno dan Erick Thohir di Survei Cawapres Versi IPS - https://t.co/jISTzt39Z1
#Ridwan",Wisesa2024,
218,2023-03-02 10:08:29+00:00,@estungkaraa @ridwankamil tuhhhh kan,dejdejana01,
219,2023-03-02 10:05:37+00:00,@txtdaribogor @txtdaritng @ridwankamil permisi kang ini jalan prov jabar perbatasan kab bogor dengan tangsel ini lokasinya https://t.co/cumTJZVyAM,Baby_Aksa,Nowhere
220,2023-03-02 10:05:30+00:00,"@humasjabar @innothea94 @ridwankamil @ESDMJabar Kumaha sareng wargi nu imahnya caket wilayah nu tiasa banjir, siga dayeuhkolot",fatriady,Durenjaya
221,2023-03-02 10:04:57+00:00,"@dislutkan_jabar Halo Dinas kelautan dan perikanan Jawa Barat, apakah ada link SIUP untuk mendaftar online siup usaha bidang perikanan @jabarprovgoid @ridwankamil  terimakasih",Crunchy_69,"Maluku Utara, Indonesia"
222,2023-03-02 10:00:12+00:00,"@ridwankamil &amp; Dadang Supriatna bertemu di Gedung Pakuan, Bandung, Rabu, 1 Maret 2023.
Pada pertemuan tersebut, keduanya membahas solusi penanganan macet di kawasan Bojongsoang, Kabupaten Bandung, termasuk membahas wacana pembangunan Flyover Bojongsoang. https://t.co/JcDUAZH3dd",hamada_brenda,"Padalarang, Indonesia"
223,2023-03-02 10:00:00+00:00,@ridwankamil,prahata,
224,2023-03-02 09:59:09+00:00,"@ridwankamil menaruh perhatian terhadap potensi pelaku industri di Jabar yg berencana memindahkan pabriknya ke daerah lain.Ridwan Kamil mengaku kini sedang menyiapkan zona kawasan industri supaya pabrik-pabrik tersebut tidak jadi angkat kaki dari Jabar.
 https://t.co/y6hY18uFLl.",hamada_brenda,"Padalarang, Indonesia"
225,2023-03-02 09:54:41+00:00,"Halo Selamat Sore #Baladpora

Sekretaris Daerah Provinsi Jawa Barat  membuka Kegiatan Forum Perangkat Daerah Bidang Kepemudaan dan Keolahragaan Tahun 2023, pada hari Senin, 27 Februari 2023 di Hotel Grand Preanger Bandung
@ridwankamil @PaUuRuzhanul https://t.co/YMeNotFGl9",disporajabar,Jl. Pacuan Kuda No 140
226,2023-03-02 09:54:21+00:00,"Tanaman salvia tidak hanya bisa dimanfaatkan sebagai penghias pekarangan rumah. Tapi bisa dimanfaatkan juga sebagai obat untuk beberapa jenis penyakit.

Yuk, simak ulasan tentang khasiat tanaman salvia!

#JabarJuara #RidwanKamil @ridwankamil https://t.co/m36qTxYLxG",distanhortijbr,Jl. Surapati 71 Bandung
227,2023-03-02 09:51:06+00:00,@humasjabar @ridwankamil @ESDMJabar Moal min ah 🙏🏻,andiaryos,6.95°S 107.57°E
